Science,Basic 7,Matter and Its Properties,"When water vapor turns into liquid water (e.g., clouds forming), the process is called:",multiple_choice,b,Condensation is the phase transition of a substance from the gas phase to the liquid phase.,easy,10,30,Evaporation,Condensation,Sublimation,Freezing,Only if the robot has feelings,Only if the robot is very advanced,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,A mixture in which the components are not uniformly distributed and can be easily distinguished is a:,multiple_choice,d,Heterogeneous mixtures have visible distinct components.,medium,10,45,Homogeneous mixture,Solution,Compound,Heterogeneous mixture,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What happens to the particles of a substance when it is heated?,multiple_choice,a,"Heating increases the kinetic energy of particles, causing them to move faster and often spread further apart.",medium,10,45,They gain energy and move faster,They lose energy and slow down,They become larger,They disappear,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The smallest particle of an element that still retains the properties of that element is an:,multiple_choice,b,An atom is the basic building block of matter.,medium,10,45,Molecule,Atom,Ion,Electron,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which method would be most suitable for separating iron filings from sand?,multiple_choice,c,Magnetism can be used to separate magnetic materials like iron from non-magnetic ones.,easy,10,30,Filtration,Evaporation,Magnetism,Distillation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is a pure substance?,multiple_choice,a,Gold is an element and therefore a pure substance.,medium,10,45,Gold,Saltwater,Air,Milk,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the boiling point of pure water at sea level?,multiple_choice,d,Pure water boils at $100^\circ C$ under standard atmospheric pressure.,easy,10,30,$0^\circ C$,$50^\circ C$,$90^\circ C$,$100^\circ C$,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The ability of a solid to dissolve in a liquid is called:,multiple_choice,b,Solubility quantifies how much of a substance can dissolve in another.,medium,10,45,Density,Solubility,Melting point,Boiling point,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When a liquid is cooled down to its freezing point, its particles will:",multiple_choice,b,"As temperature decreases, particle kinetic energy decreases, causing them to slow down and arrange into a more ordered structure.",medium,10,45,Move faster,Slow down and become more ordered,Increase in size,Evaporate,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of these is a property of all matter?,multiple_choice,c,All matter has mass and occupies space (has volume).,easy,10,30,It is always visible,It can always be compressed,It has mass and occupies space,It is always solid,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"Mixing sugar and water forms a solution, which is a type of:",multiple_choice,a,A solution is a homogeneous mixture where the solute is evenly distributed in the solvent.,easy,10,30,Homogeneous mixture,Heterogeneous mixture,Compound,Element,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the process of a liquid turning into a gas called?,multiple_choice,a,Evaporation is the process by which a liquid changes to a gas.,easy,10,30,Evaporation,Condensation,Freezing,Melting,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of these describes a solid?,multiple_choice,a,Solids have a definite shape and volume because their particles are tightly packed and vibrate in fixed positions.,easy,10,30,Definite shape and volume,Takes the shape of its container,No definite shape or volume,Particles move freely,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Rusting of iron is an example of a:,multiple_choice,b,"Rusting is a chemical reaction (oxidation) where iron reacts with oxygen and water to form iron oxide, a new substance.",medium,10,45,Physical change,Chemical change,Phase change,Mixture,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When you freeze water to make ice, what type of change occurs?",multiple_choice,a,"Freezing is a physical change because water is still H2O, just in a solid state.",easy,10,30,Physical change,Chemical change,New substance formed,Decomposition,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following describes a gas?,multiple_choice,c,Gases have no definite shape or volume and are highly compressible.,easy,10,30,Definite shape and volume,Definite volume but no definite shape,No definite shape or volume,Particles are tightly packed,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which separation method is best for separating a mixture of salt and sand?,multiple_choice,b,"First, dissolve the salt in water, then filter the sand, and finally evaporate the water to recover the salt.",hard,10,75,Distillation,Dissolving, filtration, and evaporation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the scientific term for the amount of matter in an object?,multiple_choice,a,"Mass is a measure of the inertia of an object, or its resistance to acceleration.",easy,10,30,Mass,Weight,Volume,Density,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,A mixture of oil and water is an example of a:,multiple_choice,b,"Oil and water do not mix uniformly and form separate layers, indicating a heterogeneous mixture.",medium,10,45,Homogeneous mixture,Heterogeneous mixture,Compound,Solution,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What happens to the particles of a substance during condensation?,multiple_choice,a,"During condensation, gas particles lose energy, slow down, and come closer together to form a liquid.",medium,10,45,They lose energy and move closer,They gain energy and move faster,They remain stationary,They become larger,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which state of matter has particles that are tightly packed and vibrate in fixed positions?,multiple_choice,c,This description is characteristic of solids.,easy,10,30,Liquid,Gas,Solid,Plasma,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When you dissolve sugar in water, the sugar is the ___________ and the water is the __________.",multiple_choice,d,"The solute is dissolved, and the solvent does the dissolving.",medium,10,45,Solvent, solute,Mixture, compound,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the term for the process where a solid turns directly into a gas without melting?,multiple_choice,b,Sublimation is a direct phase transition.,medium,10,45,Evaporation,Sublimation,Condensation,Freezing,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is a homogeneous mixture?,multiple_choice,c,"Air is a homogeneous mixture of gases, where components are uniformly distributed.",easy,10,30,Sand and water,Oil and water,Air,Salad,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When a substance burns, it undergoes a:",multiple_choice,a,"Burning is a combustion reaction, a type of chemical change that produces new substances.",medium,10,45,Chemical change,Physical change,Phase change,Melting,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The ability of a material to allow electricity to pass through it is called:,multiple_choice,b,"Electrical conductivity is a key physical property, especially for metals.",medium,10,45,Malleability,Conductivity,Ductility,Hardness,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following changes is irreversible?,multiple_choice,c,Baking a cake involves chemical reactions that cannot be easily reversed to the original ingredients.,medium,10,45,Melting ice,Dissolving sugar,Baking a cake,Freezing water,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The force that attracts objects towards each other is called:,multiple_choice,a,Gravity is the fundamental force of attraction between masses.,easy,10,30,Gravity,Weight,Mass,Volume,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the freezing point of water?,multiple_choice,b,$0^\circ C$ is the temperature at which water freezes at standard atmospheric pressure.,easy,10,30,$100^\circ C$,$0^\circ C$,$-5^\circ C$,$10^\circ C$,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,A mixture where the components are not evenly distributed is called a:,multiple_choice,a,Heterogeneous mixtures have visibly different parts.,easy,10,30,Heterogeneous mixture,Homogeneous mixture,Compound,Element,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is a chemical change?,multiple_choice,c,Cooking food involves chemical reactions that alter its composition and properties.,medium,10,45,Melting chocolate,Boiling water,Cooking food,Cutting wood,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The particles in a liquid are:,multiple_choice,b,"Liquid particles are close but can slide past each other, allowing liquids to flow.",easy,10,30,Tightly packed and fixed,Close together but can slide past,Far apart and move freely,Always stationary,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of these describes a pure substance?,multiple_choice,b,"A pure substance has a uniform composition throughout and distinct, unchanging properties.",medium,10,45,It is always a mixture,It has a uniform composition and distinct properties,It can be easily separated by physical means,Its properties vary,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the process of a solid turning directly into a gas called?,multiple_choice,a,"Sublimation is a common example of this, like dry ice.",medium,10,45,Sublimation,Condensation,Evaporation,Melting,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is an example of a physical change?,multiple_choice,d,Cutting hair changes its physical appearance but not its chemical composition.,easy,10,30,Burning hair,Digesting food,Cooking an egg,Cutting hair,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,The measure of the average kinetic energy of the particles in a substance is:,multiple_choice,b,Temperature is a measure of the hotness or coldness of a substance related to the kinetic energy of its particles.,medium,10,45,Mass,Temperature,Volume,Density,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the main characteristic of a liquid that distinguishes it from a solid?,multiple_choice,d,Liquids flow and take the shape of their container due to their particles being able to slide past each other.,easy,10,30,Definite volume,Definite shape,Particles vibrate in fixed positions,Ability to flow,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is an element?,multiple_choice,a,Iron (Fe) is a chemical element.,easy,10,30,Iron,Water,Salt,Air,Neither change creates new substances.,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When wood burns, it changes into ash and smoke. This is a:",multiple_choice,b,The formation of new substances signifies a chemical change.,medium,10,45,Physical change,Chemical change,Phase change,Melting,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the SI unit for length?,multiple_choice,a,The meter (m) is the SI base unit of length.,easy,10,30,Meter,Liter,Kilogram,Second,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,A solution like sugar dissolved in water is classified as a:,multiple_choice,a,Solutions are homogeneous mixtures.,easy,10,30,Homogeneous mixture,Heterogeneous mixture,Compound,Element,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What happens to the particles of a liquid when it boils?,multiple_choice,c,"As a liquid boils, particles gain enough energy to overcome intermolecular forces and escape as a gas.",medium,10,45,They become fixed,They lose energy,They gain energy and move far apart,They shrink,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which separation technique separates a liquid from an insoluble solid by pouring off the liquid?,multiple_choice,c,"Decantation involves carefully pouring off a liquid, leaving the solid behind.",medium,10,45,Filtration,Evaporation,Decantation,Distillation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the term for the process where a gas turns into a liquid?,multiple_choice,b,Condensation is the reverse of evaporation.,easy,10,30,Evaporation,Condensation,Sublimation,Melting,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What is the major difference in particle arrangement between a solid and a liquid?,multiple_choice,d,Solid particles are fixed; liquid particles can move past each other.,medium,10,45,Solids have no particles, liquids do,Liquids have fixed particles, solids move,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,Which of the following is a physical property of water?,multiple_choice,a,Boiling point (100°C) is a physical property; water's chemical identity doesn't change when it boils.,easy,10,30,Boiling point,Flammability,Reactivity,Ability to rust,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,What term describes the amount of space an object occupies?,multiple_choice,c,Volume is a measure of occupied space.,easy,10,30,Mass,Density,Volume,Weight,,,,,,,,,,,,,,,,,,
Science,Basic 7,Matter and Its Properties,"When you separate sand from water using a filter, what property of sand are you taking advantage of?",multiple_choice,d,"Sand is insoluble in water, allowing it to be filtered out.",medium,10,45,Its density,Its color,Its melting point,Its insolubility,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What instrument is used to see very small objects like cells?,multiple_choice,b,A microscope magnifies small objects making them visible to the human eye.,easy,10,45,Telescope,Microscope,Stethoscope,Thermometer,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the control center of a cell?,multiple_choice,c,The nucleus controls cell activities and contains the cell's genetic material (DNA).,medium,10,60,Cell membrane,Cytoplasm,Nucleus,Mitochondria,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which part of the cell controls what enters and leaves?,multiple_choice,a,The cell membrane is selectively permeable controlling what substances enter and exit the cell.,medium,10,75,Cell membrane,Cell wall,Nucleus,Vacuole,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What do plant cells have that animal cells don't?,multiple_choice,d,Plant cells have a rigid cell wall outside the cell membrane for extra support and protection.,medium,10,75,Nucleus,Cytoplasm,Mitochondria,Cell wall," a compound cannot.""",An element is liquid, a compound is solid.,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Where does cellular respiration occur in cells?,multiple_choice,b,Mitochondria are the powerhouses of cells where cellular respiration produces energy (ATP).,hard,10,90,Nucleus,Mitochondria,Cell membrane,Ribosomes,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What are the main food groups?,multiple_choice,c,The main food groups are carbohydrates proteins fats vitamins minerals and water.,medium,10,90,Only fruits and vegetables,Only meat and dairy,Carbohydrates proteins fats vitamins minerals water,Only grains and cereals,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which nutrient provides the most energy?,multiple_choice,b,Fats provide the most energy per gram (9 calories) compared to carbohydrates and proteins (4 calories each).,medium,10,75,Carbohydrates,Fats,Proteins,Vitamins,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Where does digestion begin?,multiple_choice,a,Digestion begins in the mouth where food is chewed and mixed with saliva containing enzymes.,easy,10,45,Mouth,Stomach,Small intestine,Large intestine,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the function of the stomach?,multiple_choice,b,The stomach stores food and begins protein digestion using acid and enzymes.,medium,10,75,Absorb nutrients,Break down food with acid and enzymes,Filter blood,Produce bile,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which organ produces bile to help digest fats?,multiple_choice,c,The liver produces bile which is stored in the gallbladder and helps break down fats.,medium,10,75,Stomach,Pancreas,Liver,Kidneys,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What part of the plant absorbs water and nutrients from the soil?,multiple_choice,a,Roots absorb water and dissolved minerals from the soil and anchor the plant.,easy,10,45,Roots,Stem,Leaves,Flowers,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which part of the plant carries out photosynthesis?,multiple_choice,c,Leaves contain chloroplasts with chlorophyll that capture sunlight for photosynthesis.,easy,10,45,Roots,Stem,Leaves,Flowers,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the function of the stem in plants?,multiple_choice,b,The stem supports the plant and transports water nutrients and food between roots and leaves.,medium,10,60,Absorb water,Support and transport,Make food,Reproduce,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What gas do plants release during photosynthesis?,multiple_choice,d,During photosynthesis plants release oxygen as a byproduct while making glucose.,medium,10,60,Nitrogen,Hydrogen,Carbon dioxide,Oxygen,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which part of the flower contains the male reproductive organs?,multiple_choice,b,The stamen contains the anther and filament which produce pollen (male gametes).,medium,10,75,Pistil,Stamen,Petals,Sepals,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the main function of the circulatory system?,multiple_choice,c,The circulatory system transports blood oxygen nutrients and waste products throughout the body.,medium,10,60,Digest food,Breathe air,Transport materials throughout the body,Support the body,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which organ is responsible for pumping blood?,multiple_choice,a,The heart is a muscular organ that pumps blood through blood vessels to all parts of the body.,easy,10,30,Heart,Lungs,Liver,Kidneys,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the main function of the respiratory system?,multiple_choice,b,The respiratory system brings oxygen into the body and removes carbon dioxide waste.,easy,10,45,Pump blood,Exchange gases,Digest food,Filter waste,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Which system helps the body move?,multiple_choice,d,The muscular system works with the skeletal system to enable body movement.,easy,10,45,Digestive system,Circulatory system,Respiratory system,Muscular system,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the function of the nervous system?,multiple_choice,a,The nervous system controls and coordinates body activities by sending and receiving messages.,medium,10,60,Control and coordinate body activities,Digest food,Pump blood,Filter waste,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is adaptation?,multiple_choice,a,Adaptation is a characteristic that helps an organism survive in its environment.,medium,10,75,A characteristic that helps survival,Changing homes,Growing bigger,Learning new skills,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Why do polar bears have thick fur?,multiple_choice,b,Polar bears have thick fur as an adaptation to survive in the cold Arctic environment.,easy,10,60,To look beautiful,To keep warm in cold environments,To swim better,To catch fish,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is camouflage?,multiple_choice,c,Camouflage is an adaptation that helps organisms blend in with their surroundings for protection.,medium,10,75,Changing size,Moving quickly,Blending in with surroundings,Making loud noises,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,How do cacti survive in deserts?,multiple_choice,a,Cacti have adaptations like storing water in thick stems and having spines instead of leaves to reduce water loss.,medium,10,90,They store water and have spines to reduce water loss,They grow very tall,They move to find water,They sleep during the day,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is natural selection?,multiple_choice,d,Natural selection is the process where organisms with favorable traits are more likely to survive and reproduce.,hard,10,120,Animals choosing mates,Plants choosing where to grow,Humans selecting animals,Organisms with favorable traits surviving and reproducing,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,Fill in the blank: The green pigment in plants that captures sunlight is called _____.,fill_blank,chlorophyll,Chlorophyll is the green pigment that absorbs light energy for photosynthesis.,medium,10,60,,,,,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,True or False: Plants need sunlight to make their own food.,true_false,TRUE,Plants use sunlight in photosynthesis to convert carbon dioxide and water into glucose.,easy,10,45,,,,,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What gas do plants take in during photosynthesis?,short_answer,carbon dioxide,Plants absorb carbon dioxide from the air to use in photosynthesis.,medium,10,60,,,,,,,,,,,,,,,,,,,,,,
Science,Grade 7,Plants and Animals,What is the main function of red blood cells?,short_answer,carry oxygen,Red blood cells contain hemoglobin which carries oxygen from lungs to body tissues.,medium,10,75,,,,,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which part of a plant absorbs water and minerals from the soil?,multiple_choice,a,Roots are specialized for anchorage and absorption of water and nutrients from the soil.,easy,10,30,Roots,Stem,Leaves,Flowers,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the main function of the leaves of a plant?,multiple_choice,c,"Leaves are the primary sites for photosynthesis, where food is made.",easy,10,30,Support the plant,Anchor the plant,Make food for the plant,Attract pollinators,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The process by which plants release excess water vapor into the atmosphere is called:,multiple_choice,d,Transpiration is the evaporation of water from plant leaves.,medium,10,45,Photosynthesis,Respiration,Germination,Transpiration,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which part of a flower contains the pollen?,multiple_choice,a,The anther is part of the stamen and produces pollen grains.,medium,10,45,Anther,Stigma,Ovary,Petal,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the name of the green pigment found in plants that captures sunlight for photosynthesis?,multiple_choice,b,Chlorophyll is the pigment essential for absorbing light energy during photosynthesis.,easy,10,30,Carotene,Chlorophyll,Xylem,Phloem,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The part of the plant that carries water and nutrients from the roots to the leaves is the:,multiple_choice,d,The stem provides structural support and contains vascular tissues (xylem and phloem) for transport.,medium,10,45,Root,Flower,Leaf,Stem,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of the following is a product of photosynthesis?,multiple_choice,c,"During photosynthesis, plants produce glucose (sugar/food) and oxygen.",medium,10,45,Carbon dioxide,Water,Oxygen,Nitrogen,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The female reproductive part of a flower is called the:,multiple_choice,a,"The pistil (or carpel) is the female reproductive organ, consisting of stigma, style, and ovary.",medium,10,45,Pistil,Stamen,Petal,Sepal,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of these conditions is NOT necessary for photosynthesis to occur?,multiple_choice,c,"Photosynthesis requires sunlight, carbon dioxide, and water. Oxygen is a product, not a requirement.",medium,10,60,Sunlight,Carbon dioxide,Oxygen,Water,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Seeds are typically found in which part of the plant?,multiple_choice,b,"Seeds develop from ovules within the ovary, which ripens into a fruit.",easy,10,30,Root,Fruit,Stem,Leaf,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The process by which a seed begins to grow into a new plant is called:,multiple_choice,a,Germination is the process where an organism grows from a seed or spore.,medium,10,45,Germination,Pollination,Fertilization,Photosynthesis,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the primary role of flowers in most plants?,multiple_choice,d,"Flowers are specialized for sexual reproduction, producing seeds.",medium,10,45,Absorb sunlight,Store food,Support the plant,Reproduction,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of the following is an example of a taproot system?,multiple_choice,b,"Carrots have a prominent central root from which smaller lateral roots emerge, characteristic of a taproot.",medium,10,60,Maize,Carrot,Onion,Grass,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The tiny pores on the surface of leaves through which gases are exchanged are called:,multiple_choice,c,"Stomata are microscopic pores on the leaf surface that facilitate gas exchange (CO2 intake, O2 release, water vapor release).",medium,10,60,Chloroplasts,Veins,Stomata,Cuticle,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of these helps in the dispersal of seeds by wind?,multiple_choice,a,Dandelion seeds have parachute-like structures that aid wind dispersal.,easy,10,30,Dandelion seeds,Mango fruit,Coconut,Bean pods,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which body system is responsible for breaking down food into nutrients?,multiple_choice,c,The digestive system processes food for absorption of nutrients.,easy,10,30,Circulatory system,Respiratory system,Digestive system,Nervous system,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The main function of the lungs in animals is:,multiple_choice,b,Lungs are respiratory organs responsible for gas exchange (taking in oxygen and expelling carbon dioxide).,easy,10,30,Pumping blood,Gas exchange,Digesting food,Controlling movement,Magnetism,Decantation,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which organ pumps blood throughout the body?,multiple_choice,a,"The heart is the central organ of the circulatory system, responsible for pumping blood.",easy,10,30,Heart,Lungs,Brain,Stomach,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of the following animals is a mammal?,multiple_choice,d,"Mammals are characterized by having fur or hair, being warm-blooded, and feeding milk to their young. A cow fits this description.",easy,10,30,Chicken,Frog,Snake,Cow,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The process by which animals breathe in oxygen and release carbon dioxide is called:,multiple_choice,c,Respiration (or breathing) is the exchange of gases between an organism and its environment.,medium,10,45,Digestion,Circulation,Respiration,Excretion,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which body system controls all other body systems and coordinates actions?,multiple_choice,a,"The nervous system, with the brain as its central command, coordinates all body functions and responses.",medium,10,45,Nervous system,Skeletal system,Muscular system,Endocrine system,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Animals that lay eggs are called:,multiple_choice,b,Oviparous animals reproduce by laying eggs.,medium,10,45,Viviparous,Oviparous,Mammals,Amphibians,Compound, mixture,Solute, solvent,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of these is an adaptation that helps a fish survive in water?,multiple_choice,c,Gills are specialized respiratory organs that extract oxygen from water.,medium,10,45,Feathers,Strong legs,Gills,Wings,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The skeletal system provides:,multiple_choice,d,"The skeletal system provides structural support, protection for organs, and points of attachment for muscles.",medium,10,45,Energy,Digestion,Oxygen,Support and protection,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which type of animal has a backbone?,multiple_choice,a,Vertebrates are animals that possess a backbone or vertebral column.,easy,10,30,Vertebrates,Invertebrates,Insects,Molluscs,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Birds are characterized by having:,multiple_choice,b,Feathers are unique to birds and are essential for flight and insulation.,easy,10,30,Scales,Feathers,Fur,Shells,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The primary function of the stomach in the digestive system is to:,multiple_choice,c,The stomach is a muscular organ that churns food and mixes it with digestive juices to begin protein digestion.,medium,10,45,Absorb nutrients,Produce bile,Churn food and begin digestion,Store waste,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,"Which group of animals undergo metamorphosis (e.g., from larva to adult)?",multiple_choice,d,Insects (like butterflies and frogs) often exhibit complete or incomplete metamorphosis.,medium,10,60,Fish,Birds,Mammals,Insects,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the role of the skin in animals?,multiple_choice,a,"The skin is the largest organ, providing protection, regulating temperature, and sensing stimuli.",medium,10,45,Protection and sensation,Pumping blood,Digesting food,Producing offspring,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which of these is a cold-blooded animal?,multiple_choice,c,Cold-blooded (ectothermic) animals regulate their body temperature externally. A snake is an example.,medium,10,60,Cat,Dog,Snake,Human,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which part of a plant protects the developing flower bud?,multiple_choice,c,"Sepals are small, leaf-like structures that enclose and protect the flower bud.",medium,10,45,Petals,Stamen,Sepals,Pistil,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,The xylem tissue in plants is responsible for transporting:,multiple_choice,a,Xylem is the vascular tissue that transports water and dissolved minerals from the roots to the rest of the plant.,medium,10,45,Water and minerals,Sugars,Oxygen,Carbon dioxide,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which structure produces male gametes (pollen) in a flower?,multiple_choice,d,"The anther, part of the stamen, produces pollen grains which contain the male gametes.",medium,10,45,Ovary,Stigma,Style,Anther,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the main purpose of root hairs?,multiple_choice,b,Root hairs are fine extensions of root epidermal cells that vastly increase the surface area for water and mineral absorption.,medium,10,60,Anchoring the plant,Increasing surface area for absorption,Producing food,Storing starch,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which part of a plant is primarily responsible for gaseous exchange?,multiple_choice,c,Stomata on the leaves are the main sites for the exchange of gases like carbon dioxide and oxygen.,medium,10,45,Roots,Stem,Leaves,Flowers,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,Which body system is responsible for producing hormones?,multiple_choice,a,"The endocrine system consists of glands that produce and secrete hormones, regulating various bodily functions.",medium,10,60,Endocrine system,Excretory system,Reproductive system,Integumentary system,,,,,,,,,,,,,,,,,,
Science,Basic 7,Plants and Animals,What is the function of red blood cells?,multiple_choice,c,Red blood cells contain hemoglobin and are responsible for transporting oxygen from the lungs to body tissues.,medium,10,45,Fighting infection,Clotting blood,Transporting oxygen,Producing antibodies,,,,,,,,,,,,,,,,,,
